selfies,-logKd/Ki
[NH2+1][=C][C][=C][N][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][C][=Branch1][C][=O][NH1][Ring1][S],4.21
[C][=C][C][C][Branch2][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch2][Ring1][Ring1][C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][=C][C][=C][C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O-1][=C][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],4.21
[C][C][C][Branch2][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch2][Ring1][Ring1][C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][=C][C][=C][C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O-1][=C][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],8.74
[C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][Branch2][#Branch1][#Branch1][O][C][C][Branch1][C][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][O][C][Branch1][Ring1][C][O][C][Ring2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Ring2][Ring1][Branch1][N][C][Branch1][C][C][=O][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C][Ring2][Branch1][#Branch2][C][Branch1][C][O][C][Branch1][C][O][C][O],7.49
[C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][Branch2][#Branch1][#Branch1][O][C][C][Branch1][C][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][O][C][Branch1][Ring1][C][O][C][Ring2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Ring2][Ring1][Branch1][N][C][Branch1][C][C][=O][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C][Ring2][Branch1][#Branch2][C][Branch1][C][O][C][Branch1][C][O][C][O],4.24
[C][N][C][=Branch1][C][=O][NH1][C][=N][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][Ring1][S],4.24
[C][N][C][=Branch1][C][=O][NH1][C][=N][C][=C][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Ring1][=Branch2][C][=C][Ring1][#C][Ring2][Ring1][Ring1],6.36
[C][C][Branch1][C][C][C][Branch2][Branch2][Ring1][N][C][=Branch1][C][=O][C][Branch2][#Branch1][Branch1][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][Branch2][N][C][=Branch1][C][=O][C][NH3+1][C][Branch1][C][C][O][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1],4.4
[NH3+1][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],4.28
[C][C][=C][N][Branch2][Ring1][C][C][C][C][Branch1][C][O][C][Branch1][Ring1][C][O][C][C][Ring1][=Branch2][Ring1][Branch1][C][=Branch1][C][=O][NH1][C][Ring1][S][=O],4.29
[C][C][=C][N][Branch2][Ring1][C][C][C][C][Branch1][C][O][C][Branch1][Ring1][C][O][C][C][Ring1][=Branch2][Ring1][Branch1][C][=Branch1][C][=O][NH1][C][Ring1][S][=O],4.94
[C][O][C][=C][C][N][=C][N][Branch2][Ring1][S][C][=C][C][Branch1][#C][O][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][Branch1][=Branch1][C][Branch1][C][N][=O][S][Ring2][Ring1][C][C][=Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][O][O][C],5.8
[C][C][Branch2][Ring1][=N][O][C][C][=C][Branch1][=C][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][S][C][=Ring1][=C][C][Branch1][C][N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],4.3
[O][C][C][O][C][Branch2][Ring1][Ring2][N][C][Branch1][C][S][=N][N][=C][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Branch1][O],4.3
[O][C][C][O][C][Branch2][Ring1][Ring2][N][C][Branch1][C][S][=N][N][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][Branch1][O],4.55
[C][C][Branch1][C][O][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=C][C][=C][C][=C][NH1][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2][=C][Ring1][#C],4.3
[C][C][Branch1][C][O][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=C][C][=C][C][=C][NH1][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2][=C][Ring1][#C],6.74
[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=Branch1][=N][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][S][C][Ring1][=C][=S],4.3
[C][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=Branch1][=N][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][S][C][Ring1][=C][=S],4.3
[C][C][=Branch1][C][=O][O][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][=C][N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1][C][Ring1][=C][S][C][Ring2][Ring1][Branch1],4.77
[C][O][C][Branch1][=C][N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][C][S][C][Ring1][=C][Ring2][Ring1][#Branch2],4.31
[C][C][Branch1][C][C][C][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],4.31
[C][C][Branch1][C][C][C][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],4.31
[N][C][=N][C][=N][C][C][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][=N][NH1][C][Ring2][Ring1][C][=Ring1][=C],5.0
[N][C][=N][C][=N][C][C][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][=N][NH1][C][Ring2][Ring1][C][=Ring1][=C],4.32
[O][=C][C][=C][Branch1][C][O][C][=Branch1][C][=O][C][=C][Ring1][Branch2][O],4.94
[C][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][C][Ring1][#Branch2][=O],4.32
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=N][C][=N][C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=C][N+1][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][=Branch2],7.0
[O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=C][C][Branch1][N][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][=N][C][=N][Ring1][#C],4.36
[C][C][Branch1][C][C][C][C][Branch2][=Branch1][#C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],4.4
[C][C][Branch1][C][C][C][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],6.35
[C][O][C][C][#C][C][=C][C][=C][C][Branch2][Ring2][#Branch2][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][=C][Ring1][#Branch2][N][C][=Branch1][C][=NH2+1][N][C][C][Branch1][C][F][Branch1][C][F][C][N][=C][Ring1][Branch2][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][N],7.11
[NH2+1][=C][N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][C][C][N][Ring2][Ring1][Branch1][Ring1][=Branch1],4.42
[O][=C][Branch1][C][O-1][C][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][=C][N][=C][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=C][Ring1][#C],5.76
[O][=C][Branch1][C][O-1][C][=C][N][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][N],4.43
[C][C][Branch1][C][C][C][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][N][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][O-1],4.44
[NH3+1][C][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],4.5
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],4.45
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],5.0
[O][=C][Branch1][C][O-1][C][Branch1][C][O][C][=C][Branch1][=C][C][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][C],4.57
[O][=C][Branch1][C][O-1][C][Branch1][C][O][C][=C][Branch1][=C][C][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Ring1][C],4.47
[NH3+1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][N][=C][C][=C][Ring1][=Branch1][Cl],5.59
[NH3+1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1],4.48
[C][C][=C][N][Branch2][Ring2][O][C][C][C][Branch1][C][O][C][Branch2][Ring1][=N][C][N][C][=Branch1][C][=S][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][O][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][NH1][C][Ring2][Ring1][=N][=O],4.6
[C][C][=C][N][Branch2][Ring2][O][C][C][C][Branch1][C][O][C][Branch2][Ring1][=N][C][N][C][=Branch1][C][=S][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][O][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][NH1][C][Ring2][Ring1][=N][=O],4.51
[C][C][=Branch1][C][=S][N][C][C][Branch2][Ring2][P][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring1][#Branch1][O][C][C][Branch1][Ring1][C][O][O][C][S][C][Branch1][C][C][=N][C][Ring1][=Branch1][C][Ring1][N][O][C][Branch1][#Branch1][N][C][Branch1][C][C][=S][C][Ring2][Ring1][#Branch2][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Ring2][Branch1][O],6.82
[C][C][=Branch1][C][=O][N][C][C][Branch2][Ring2][P][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring1][#Branch1][O][C][C][Branch1][Ring1][C][O][O][C][S][C][Branch1][C][C][=N][C][Ring1][=Branch1][C][Ring1][N][O][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Ring2][Ring1][#Branch2][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Ring2][Branch1][O],4.52
[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=N][Ring1][#Branch1][N][Ring2][Ring1][Ring1][C][C][=Branch1][C][=O][O-1],5.82
[C][O][C][=C][C][=C][NH1][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=N][Ring1][#Branch1][=C][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1],4.54
[C][N][C][=N][C][=C][C][NH1][C][Branch1][Ring1][N][C][=N][C][=Ring1][#Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][NH1][Ring1][S],4.55
[C][N][C][=N][C][=C][C][C][=Branch1][C][=O][NH1][C][=N][C][=Ring1][#Branch1][C][=C][Ring1][O][NH1][Ring1][=C],5.19
[C][C][C][Branch1][C][C][C][Branch2][#Branch2][Branch2][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C],4.6
[C][C][Branch1][C][C][C][C][Branch2][#Branch1][#C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][=O][C][Branch1][C][C][O],5.42
[C][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][#Branch1][O][C][C][Branch1][Ring1][C][O][O][C][S][C][Branch1][C][C][=N][C][Ring1][=Branch1][C][Ring1][N][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Ring1][#Branch1][O],4.6
[C][C][=Branch1][C][=S][N][C][C][Branch2][Ring1][#Branch1][O][C][C][Branch1][Ring1][C][O][O][C][S][C][Branch1][C][C][=N][C][Ring1][=Branch1][C][Ring1][N][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Ring1][#Branch1][O],6.6
[C][O][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=C][C][=C][C][Branch2][Ring1][Branch2][O][C][C][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][O][C][=Ring1][N][C][=C][Ring2][Ring1][Branch1],6.59
[C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=Ring1][O][C][O][C][=C][C][=C][C][Branch1][Ring1][C][O][=C][Ring1][Branch2],4.6
[C][O][C][C][C][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][O][C][C][Branch2][Ring2][Ring1][C][C][Branch1][C][C][C][C][Branch1][Ring1][O][C][C][Branch1][C][O][C][Branch1][C][C][C][=C][Branch1][C][C][C][Ring2][Ring1][S][O][C][Branch1][C][N][=O][C][Ring2][Ring1][N][=O],4.61
[C][O][C][C][C][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][O][C][C][Branch2][Ring2][Ring1][C][C][Branch1][C][C][C][C][Branch1][Ring1][O][C][C][Branch1][C][O][C][Branch1][C][C][C][=C][Branch1][C][C][C][Ring2][Ring1][S][O][C][Branch1][C][N][=O][C][Ring2][Ring1][N][=O],5.09
[C][C][=C][C][Branch2][Ring1][=N][N][=N][C][=C][C][=C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][S][=C][C][Branch1][C][C][=C][Ring2][Ring1][=Branch2][O],6.04
[O][=C][Branch1][C][O-1][C][=C][C][Branch2][Ring1][=N][N][=N][C][=C][C][=C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][S][=C][C][=C][Ring2][Ring1][Branch2][O],4.62
[C][C][=Branch1][C][=O][N][C][C][=Branch1][Ring1][=N][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][O][O],4.62
[C][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=N][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O],6.48
[N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][P][C][=C][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][=N][C][=N][Ring2][Ring1][C][=C][Ring2][Ring1][Branch2],6.3
[C][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=N][Ring1][N][C][=C][Ring2][Ring1][Ring1][N][S][Branch1][C][C][=Branch1][C][=O][=O],4.62
[C][N][Branch2][Ring1][#C][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1],4.64
[C][N][Branch2][Ring1][#C][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][O],5.05
[C][N][C][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][N][C][Ring1][O][=O],4.64
[C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2],5.32
