selfies,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
[C][C][O].[C][C@@H1][C][C][Branch2][Branch1][#Branch2][C][C@@H1][Branch2][Ring2][S][C][=Branch1][C][=O][C][=Branch2][Ring2][Ring1][=C][Branch2][Ring1][=C][C@][Ring1][#Branch1][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][Ring1][N][=C][Branch1][N][C][=C][Ring1][S][C][=C][C][=C][Ring1][=Branch1][O][O][O][O][C][=Branch1][C][=O][N][N][Branch1][C][C][C][O].[C][C@@H1][C][C][Branch2][Branch1][#Branch2][C][C@@H1][Branch2][Ring2][S][C][=Branch1][C][=O][C][=Branch2][Ring2][Ring1][=C][Branch2][Ring1][=C][C@][Ring1][#Branch1][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][Ring1][N][=C][Branch1][N][C][=C][Ring1][S][C][=C][C][=C][Ring1][=Branch1][O][O][O][O][C][=Branch1][C][=O][N][N][Branch1][C][C][C][O].[O].[Cl].[Cl],1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][N][C][C][C][C][Ring1][Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1],0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1
[C][N][C@@H1][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][C][=C][Branch1][Ring2][N][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][N],0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][N][Branch2][Ring1][O][C][C][N][Ring1][=Branch1][C][C][C][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][N].[Cl],0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1
[C][C@H1][Branch1][#C][C][=C][C@H1][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][O][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][#Branch1][C][C][C][C][Ring1][=Branch1][=C][C][=C][C][C@H1][Branch1][=Branch2][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][O][O][C],0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][O][C][=C][C][=C][Branch1][O][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Branch1][#C][C][C][C][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1][C][=C][O],1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][C][=Branch1][C][=O][O][C][Branch2][Ring2][S][C@@H1][Branch2][Ring2][O][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring2][C][C][C@@H1][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C@H1][Ring1][=Branch1][C][C@@H1][Branch1][#C][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Ring1][O][C][F][F][O][C][C][C][=Branch1][C][=O][S][C][F].[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][O][C][C][C][C][C][C][N][C][C][Branch1][S][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][O],0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1
[C][C][C@H1][Branch1][C][C][C@@H1][Branch2][P][N][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][N][=C][N][Ring1][Branch1][N],0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
[C][C@@H1][C][C@H1][C@@H1][C][C@@H1][Branch2][Branch1][=C][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Branch2][Ring2][#C][C][Ring1][O][Branch2][Ring2][Branch2][C@H1][Branch2][Ring2][Ring1][C][C@@][Ring1][#C][Branch2][Ring1][O][C@][Ring2][Ring1][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][O][C][O][F][C][F].[C][=C][C][=C][Branch1][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][I][O][N][=C][Ring1][=N],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
[C][C][=C][C][=Branch2][Ring2][Branch2][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C],1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][N+1][Branch2][Ring2][C][C][C][C][Ring1][=Branch1][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1].[Br-1],0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1
[C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][C][N][C][=C][Branch1][Ring2][N][Ring1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][Ring2][N][Ring1][Branch2][N][O][O],0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
[C][Branch2][Ring2][=Branch1][C][O][C][C@@H1][C@H1][Branch2][Ring1][#Branch2][C@@H1][Branch2][Ring1][C][C@H1][Branch1][O][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C][C][O][O][C][C][O][O][C][C][O][O][C][C][O][O].[C][Branch2][Ring1][Branch1][C@@H1][C@H1][Branch1][S][C@@H1][Branch1][N][C@H1][Branch1][Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][O][O][O][O],0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
[C][C][=C][Branch2][Ring1][Ring1][S][C][=N+1][Ring1][Branch1][C][C][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][C][C][C][O],0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
[C][C][C][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][=Branch1][=C][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][Ring2][Ring1][C][C][C][C][=Branch1][C][=O][O],0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
[C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][O][C][=C][Branch2][Ring1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][N][=C][Ring1][#Branch1][N][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br][F][O][C],1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][=Branch1][C][=O][C@][Branch2][Ring2][Branch2][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][=C][C][C][C@H1][C@H1][Ring1][=Branch1][C][=C][Branch2][Ring1][C][C][=C][C][=Branch1][C][=O][C@@H1][C][C][Ring1][Ring1][C@][Ring1][N][Ring1][Branch2][C][Cl][C][O][C][=Branch1][C][=O][C].[C][C@][C][C][C@H1][C@H1][Branch1][=C][C@@H1][Ring1][=Branch1][C][C][C@][Ring1][=Branch2][Branch1][Ring1][C][#C][O][C][C][C][=C][Ring1][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O],0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][C][=N][Ring1][O].[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][C][=N][Ring1][O].[C][Branch1][Ring1][C][N][N],0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
[C][C][C][Branch1][P][C][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][Branch1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][O][=O][O],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
[C][C@H1][Branch3][Ring1][#Branch1][N][C@@H1][Branch2][=C][Ring2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][C][=N][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][Branch1][C][C][S][C][N][O],0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
[C][C@@H1][Branch2][Ring1][=C][C][C][=C][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][N][Branch1][Branch1][C][C][Ring1][#Branch2][C][C][C][O][N][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][F][Branch1][C][F][F],1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
[C][C][C][/C][=C][Branch2][#Branch2][Ring1][/C][Branch2][=Branch2][=C][C][/C][=C][/C][=C][Branch2][=Branch1][Ring1][\C][=Branch1][C][=O][O][C][Branch2][Branch1][Branch1][C][/C][=C][Branch2][Ring2][=C][/C][=C][Branch2][Ring2][Branch2][/C][Ring2][Ring1][Ring1][O][C][C][Branch2][Ring1][=N][C][Branch2][Ring1][Branch2][C][Branch1][O][C][Branch1][Ring2][O][Ring1][=Branch1][Branch1][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C][O][O][\C][\C][C][Branch1][C][C][O][/C][O][C][C][Branch2][Ring2][O][C][Branch2][Ring2][=Branch1][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][Cl][O][Cl][C][C][O][O][C][O][\C],1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
[C][O][C][=C][Branch2][Ring1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][N][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][O][O][C].[Cl],0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
[C][C@H1][Branch2][Ring1][Ring2][S][C][=Branch1][=N][=C][Branch1][Ring1][C][#N][N][C][=C][N][=C][Ring1][Branch1][S][Ring1][=N][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
[C][C][C][C][C][=N][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][N][=N][Ring1][Branch1].[C][N][C][=C][C][=Branch2][Ring1][#Branch2][=C][Branch1][#C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][N][Cl],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][P][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][N][=C][N][Ring1][Branch1][N],1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
[C][C][=C][Branch2][#Branch1][Ring2][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch2][Branch1][O][C][=C][Ring1][=Branch1][O][C][C][C@@H1][C@@H1][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch2][Ring2][Ring2][C][C][C][C][/C][=C][\C@@H1][C][C][Ring1][Ring1][Branch1][=Branch1][N][C][Ring1][P][=O][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][C][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][Branch1][C][C][C][O][C],1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0
[C][N][C][=Branch1][=Branch1][=N][N][=N][Ring1][Branch1][S][C][C][=C][Branch2][Ring2][P][N][C][Branch2][Ring2][#Branch1][C@@][Branch1][Branch1][C][Ring1][Ring2][=O][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][S][C][=Branch1][=C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O][S][Ring1][O][O][C][S][C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][O],1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1
