selfies,lipo
[C][N][Branch1][C][C][C][=C][C][=N][C][S][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][C][N][C][Ring1][=N][=Ring1][=Branch2],1.7
[C][C][NH1][C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O][=C][Branch1][C][Cl][C][=Ring2][Ring1][#Branch1][Cl],0.02
[C][O][N][C][=Branch1][C][=O][C][=C][N][=C][Branch1][Ring2][S][Ring1][Branch1][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][NH1][C][Branch1][C][C][=C][Branch1][C][Cl][C][=Ring1][#Branch1][Cl],3.1
[C][C][NH1][C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=Branch1][C][=O][O][=C][Branch1][C][Cl][C][=Ring2][Ring1][#Branch1][Cl],0.14
[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][=Branch2][Ring1][#C][=C][Branch1][P][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C],3.59
[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][=Branch2][Ring1][#Branch2][=C][Branch1][P][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C][C],3.29
[C][O][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][=Branch2][Ring1][P][=C][Branch2][Ring1][Ring1][C][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C],3.8
[O][C][C][O][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],3.08
[O][C][=Branch1][C][=O][C][O][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],1.27
[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.94
[C][C][N][C][C][C][Ring1][=Branch1][C][Branch1][Ring2][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.76
[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][N][C][C][C][Ring1][#Branch1][C][C][Ring1][=Branch1],0.95
[O][C][Branch1][N][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.5
[C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][N][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1][Ring1][S],3.97
[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][S][C][C][C][O][N][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][Ring2][Ring1][Branch1],4.36
[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][N][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1][Ring1][S],4.41
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][C][C][C@@H1][Branch2][Ring1][O][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][C][Ring2][Ring1][=Branch1],3.15
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][C][C][C@@H1][Branch2][Ring1][Branch2][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch1],2.81
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][C][C][C@@H1][Branch2][Ring1][=Branch2][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][C][C][Ring2][Ring1][=Branch1],3.6
[C][C][N][Branch2][Ring1][C][C][C][C][O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][N][=C][Branch1][C][O][S][C][Ring1][O][=Ring1][=Branch1],2.45
[C][N][Branch2][Ring1][C][C][C][C][O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][N][=C][Branch1][C][O][S][C][Ring1][O][=Ring1][=Branch1],2.44
[C][C][C][N][Branch2][Ring1][C][C][C][C][O][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][N][=C][Branch1][C][O][S][C][Ring1][O][=Ring1][=Branch1],2.74
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][Ring1][C][C][=N][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][Ring2][Ring1][C],0.92
[C][C][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring1][C][C][=N][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][C][F],1.22
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring1][C][C][=N][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][C][F],1.03
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][#C][N][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][Ring1][P][=N][C][=C][Ring2][Ring1][Branch2][F],2.41
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=N][Ring2][Ring1][#Branch1],1.87
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=N][C][=C][Ring2][Ring1][#Branch1][F],2.13
[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch2][Ring1][Ring2][C][S][C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][Branch1][O],1.9
[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch2][Ring1][#Branch1][C][S][C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][=Branch1][O],2.5
[C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][N][C][C][C][S][C][C@H1][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch2][Ring1][#Branch1][C][=C][Ring2][Ring1][S],2.5
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring2][#Branch1][C][N][C][NH1][N][=C][C][=C][C][=C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=Ring2][Ring1][Ring2][Ring1][P][C][=C][Ring2][Ring1][N],2.63
[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch2][Ring2][#Branch1][C][N][C][NH1][N][=C][C][=C][C][=C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=Ring2][Ring1][Ring2][Ring1][P][=C][Ring2][Ring1][=C],3.71
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][=C][C][N][C][NH1][N][=C][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Ring1][P][Ring1][=C][C][=C][Ring2][Ring1][=Branch2],4.28
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][N][Branch1][C][C][C][=N][C][=C][Ring2][Ring1][#Branch1][F],2.36
[C][N][C@H1][C][C][N][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1],1.22
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C@@H1][Branch1][Ring2][C][Ring1][Branch1][N][Branch1][C][C][C][=N][C][=C][Ring2][Ring1][#Branch1][F],2.16
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][C][=C][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],2.26
[C][C][Branch1][C][C][C][Branch2][Branch1][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],0.84
[C][C][Branch1][C][C][C][Branch2][Branch1][Ring1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch2][Ring1][Branch1][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],1.2
[C][N][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],3.38
[C][N][Branch2][Ring1][Ring2][C@H1][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],3.42
[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][C][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][N][Branch1][C][C][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][N],3.07
[C][C][N][Branch2][Branch1][Ring1][C][C][C][N][Branch2][Ring2][#Branch1][C][C][C@H1][Branch2][Ring1][Ring1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][Ring2][Ring1][O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],1.25
[C][C][N][Branch2][Branch1][Branch1][C][C][C][N][Branch2][Ring2][=Branch2][C][C][C@H1][Branch2][Ring1][O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][=N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],1.8
[C][C][N][Branch2][Branch1][Ring2][C][C][C][N][Branch2][Ring2][Branch2][C][C][C@H1][Branch2][Ring1][#Branch2][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],2.86
[C][N][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2],3.5
[C][N][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],3.4
[C][N][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2],3.6
[C][O][C][C@H1][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=N][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=C][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][C][C][C][C][Ring1][Branch2],1.46
[O][C][Branch2][Ring1][=C][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][Cl][N][N][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][C][C][C][C][C][Ring2][Ring1][#Branch2],0.26
[C][O][C][C@@H1][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=N][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=C][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][C][C][C][C][Ring1][Branch2],1.44
[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring2][C][=Branch1][=Branch2][=C][N][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][N][=C][Branch1][Ring1][O][C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=N][N][C][=Branch1][C][=O][O][Ring1][=Branch1][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F],2.32
[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][C][C][=Branch1][=Branch2][=C][N][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][C][=Branch1][Branch2][=C][N][=C][Ring1][=Branch1][O][C][C][=N][N][C][=Branch1][C][=O][O][Ring1][=Branch1][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F],2.91
[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][S][C][=Branch1][=Branch2][=C][N][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][N][C][=Branch1][C][=O][O][Ring1][=Branch1][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F],1.65
[C][N][C][C][C][C][Ring1][Branch1][C][C][Branch1][Ring2][C][Ring1][#Branch1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.09
[C][N][C@@H1][C][C][C@H1][Ring1][Branch1][C][C@H1][Branch1][Ring2][C][Ring1][#Branch1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.66
[C][N][C@@H1][C][C][C@H1][Ring1][Branch1][C][C@H1][Branch1][Ring2][C][Ring1][#Branch1][O][C][=Branch1][C][=O][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.29
[C][N][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][O][C][=N][C][=C][C][Branch2][Ring2][=Branch1][N][C][=C][C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch1][C][=N][Ring2][Ring1][=N],2.2
[C][N][Branch1][C][C][C][C][C][O][C][=N][C][=C][C][Branch2][Ring2][=Branch1][N][C][=C][C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch1][C][=N][Ring2][Ring1][=N],1.3
[C][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1][N][C][=C][C][=N][C][Branch1][C][Cl][=N][Ring1][#Branch1],3.1
[C][C][Branch1][=C][C][C][=Branch1][C][=O][N][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],1.59
[C][C][Branch1][=C][C][C][=Branch1][C][=O][N][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0.62
[N][C][=N][C][Branch1][=Branch2][C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],1.46
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][S][C][=C][C][=Ring1][Branch1][C][Ring1][=Branch2],3.46
[C][O][C][=Branch1][C][=O][C@@H1][Branch1][=C][N][C][C][C][S][C][=C][C][=Ring1][Branch1][C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],3.69
[C][C][C][C][=C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][#N][N][Branch1][C][C][N][=Ring2][Ring1][Branch2],2.6
[C][C][=C][C][=C][C][Branch2][Ring2][Branch1][C][C@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=N][N][Ring1][Branch1][C][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][#N][=C][Ring2][Ring1][O],3.1
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][O][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][Branch1][Ring1][C][O][C][C][Ring1][Branch2],1.03
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][P][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1],-0.72
[O][=C][C][C][C][C][C][N][Ring1][#Branch1],-0.08
[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][C][C][C][C][N][C][Ring1][#Branch1][=O],0.58
[C][C][Branch1][C][C][Branch1][P][C][C][C][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][=C][C][=C][Branch1][C][O][C][N][=C][Branch1][C][O][S][C][Ring1][O][=Ring1][=Branch1],2.92
[O][C][=C][C][=C][Branch2][Ring1][Branch1][C][C][N][C][C][C][C][C][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][S][C][Branch1][C][O][=N][C][Ring2][Ring1][N][=Ring1][=Branch1],2.21
[O][=C][Branch2][Ring2][C][N][C][O][C][=Branch1][Branch1][=N][N][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.02
[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][O][C][=Branch1][Branch1][=N][N][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],1.92
[C][O][C][=C][N][=C][Branch1][O][N][=C][Ring1][=Branch1][N][C][Branch1][C][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],2.01
[C][O][C][=C][N][=C][Branch1][#Branch2][N][=C][Ring1][=Branch1][N][Branch1][C][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],1.9
[C][C][Branch1][C][C][N][Branch2][Ring1][=N][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1][C][Branch1][C][C][C],-0.54
[C][N][Branch1][C][C][C][C][O][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],-0.2
[O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][=C][C][Branch1][N][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][C][Branch1][N][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][Ring2][Ring1][Branch2][N][=C][Ring2][Ring1][P],3.0
[O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][N][=C][Ring2][Ring1][#C],2.7
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][NH1][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3.8
[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][NH1][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3.8
[C][O][C][C][N][C][C][=C][C][=C][C][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][=C][Ring2][Ring1][#Branch1],0.01
[C][O][C][C][N][C][C][=C][C][=C][Branch2][Ring1][N][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch1],-0.54
[C][O][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][C][Branch1][Ring1][O][C][=N][Ring2][Ring1][Ring1],0.2
[C][O][C][=N][C][=N][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=C][Ring1][P][O][C],-0.73
[C][C@H1][C][O][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][=Branch1][N][=C][N][Ring2][Ring1][Branch1][C][Ring2][Ring1][Ring1][=Ring1][#Branch1][C][=Branch1][C][=O][O],-0.35
[C][C][C][O][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][=Branch1][N][=C][N][Ring2][Ring1][Branch1][C][Ring2][Ring1][Ring1][=Ring1][#Branch1][C][=Branch1][C][=O][O],-0.45
